Identifier,Start date,End date,Number of deaths,Incident,State,Year,Month,Month Name
IBD027316,2023-06-13,2023-06-13,1,Kidnappers,Bauchi,2023,6,June
IBD027314,2023-06-13,2023-06-13,4,Police Vs Robbers,Rivers,2023,6,June
IBD027307,2023-06-12,2023-06-12,1,Electrocution,Lagos,2023,6,June
IBD027337,2023-06-12,2023-06-12,1,Gunmen Attack Man,Ondo,2023,6,June
IBD027312,2023-06-12,2023-06-12,1,Communal Clash,Benue,2023,6,June
IBD027300,2023-06-12,2023-06-12,3,Road Accident,Delta,2023,6,June
IBD027310,2023-06-12,2023-06-12,104,Boat Mishap,Kwara,2023,6,June
IBD027296,2023-06-12,2023-06-12,1,Police Vs Kidnappers,Delta,2023,6,June
IBD027305,2023-06-12,2023-06-12,1,Bandit Vs Doctor,Zamfara,2023,6,June
IBD027293,2023-06-12,2023-06-12,4,Road Accident,Delta,2023,6,June
IBD027295,2023-06-11,2023-06-11,2,Witchcraft,Adamawa,2023,6,June
IBD027291,2023-06-11,2023-06-11,6,Road Accident,Kogi,2023,6,June
IBD027311,2023-06-11,2023-06-11,1,Man Drowns,Enugu,2023,6,June
IBD027306,2023-06-11,2023-06-11,1,Assailants Vs School Teacher,Lagos,2023,6,June
IBD027301,2023-06-11,2023-06-11,2,Gunmen Vs Herders,Plateau,2023,6,June
IBD027309,2023-06-11,2023-06-11,1,Gunmen Attack 1,Bauchi,2023,6,June
IBD027303,2023-06-11,2023-06-11,20,Herdsmen Attack,Plateau,2023,6,June
IBD030087,2023-06-11,2023-06-11,1,Gunmen Attack Man,Ebonyi,2023,6,June
IBD027304,2023-06-11,2023-06-11,1,Communal Clash,Benue,2023,6,June
IBD027290,2023-06-10,2023-06-10,6,Road Accident,Ondo,2023,6,June
IBD027378,2023-06-10,2023-06-10,2,Found Dead,Fct (Abuja),2023,6,June
IBD027292,2023-06-10,2023-06-10,5,Boat Mishap,Ondo,2023,6,June
IBD027313,2023-06-09,2023-06-09,5,Communal Clash,Benue,2023,6,June
IBD027286,2023-06-09,2023-06-09,1,Electrocution,Delta,2023,6,June
IBD027299,2023-06-09,2023-06-11,100,Army Vs Boko Haram,Borno,2023,6,June
IBD027281,2023-06-09,2023-06-09,1,Corpse Found,Imo,2023,6,June
IBD027285,2023-06-09,2023-06-09,6,Army Vs Bandits,Kaduna,2023,6,June
IBD027287,2023-06-09,2023-06-10,34,Bandits Vs Farmers,Niger,2023,6,June
IBD027297,2023-06-09,2023-06-09,1,Gunmen Attack,Bauchi,2023,6,June
IBD027289,2023-06-09,2023-06-09,3,Land Grabbing,Ogun,2023,6,June
IBD027324,2023-06-08,2023-06-08,3,Army Vs Bandits,Kaduna,2023,6,June
IBD027321,2023-06-08,2023-06-15,3,Army Vs Bandits,Zamfara,2023,6,June
IBD027326,2023-06-08,2023-06-08,1,Man Vs Relative,Enugu,2023,6,June
IBD027384,2023-06-08,2023-06-08,1,Corps Found,Rivers,2023,6,June
IBD027371,2023-06-08,2023-06-08,1,Teenager Vs Friend,Ekiti,2023,6,June
IBD027276,2023-06-08,2023-06-08,1,Task Force Vs Tricyclist,Rivers,2023,6,June
IBD027283,2023-06-08,2023-06-08,1,Road Accident,Delta,2023,6,June
IBD028308,2023-06-08,2023-06-08,1,Domestic Violence,Enugu,2023,6,June
IBD027273,2023-06-07,2023-06-07,1,Domestic Violence,Kogi,2023,6,June
IBD027315,2023-06-07,2023-06-07,1,Man Killed,Yobe,2023,6,June
IBD027277,2023-06-07,2023-06-07,1,Kidnappers Vs Priest,Edo,2023,6,June
IBD027268,2023-06-07,2023-06-07,2,Ritual Killing,Anambra,2023,6,June
IBD027272,2023-06-07,2023-06-07,1,Bandits Vs Trader,Abia,2023,6,June
IBD027278,2023-06-07,2023-06-07,3,Police Vs Cultists,Rivers,2023,6,June
IBD027294,2023-06-07,2023-06-07,1,Gunmen Vs Businessman,Enugu,2023,6,June
IBD027279,2023-06-07,2023-06-07,1,Vigilante Vs Man,Rivers,2023,6,June
IBD027274,2023-06-07,2023-06-07,1,Security Operatives Vs Kidnappers,Ondo,2023,6,June
IBD027267,2023-06-06,2023-06-06,1,Road Accident,Kano,2023,6,June
IBD027270,2023-06-06,2023-06-06,1,Building Collapse,Kano,2023,6,June
IBD027275,2023-06-06,2023-06-06,1,Flood Incident,Anambra,2023,6,June
IBD027328,2023-06-06,2023-06-06,1,Assailants Vs Girl,Niger,2023,6,June
IBD027256,2023-06-06,2023-06-06,2,Land Dispute,Ebonyi,2023,6,June
IBD027271,2023-06-06,2023-06-06,2,Mob Vs Motorcycle Thief,Benue,2023,6,June
IBD027266,2023-06-06,2023-06-06,4,Army Vs Bandits,Zamfara,2023,6,June
IBD027257,2023-06-05,2023-06-05,1,Gunmen Vs Professor,Oyo,2023,6,June
IBD027248,2023-06-05,2023-06-05,1,Soldiers Killed 1,Plateau,2023,6,June
IBD027258,2023-06-05,2023-06-05,1,Terrorists Vs Vigilante,Katsina,2023,6,June
IBD027261,2023-06-05,2023-06-05,4,Road Accident,Kogi,2023,6,June
IBD027245,2023-06-05,2023-06-05,18,Banditry,Sokoto,2023,6,June
IBD027263,2023-06-05,2023-06-05,1,Banditry,Niger,2023,6,June
IBD027260,2023-06-05,2023-06-05,1,Piracy,Rivers,2023,6,June
IBD027243,2023-06-04,2023-06-04,5,Army Vs IpobVsEsn,Anambra,2023,6,June
IBD027251,2023-06-04,2023-06-04,3,Policemen Vs Cultist,Rivers,2023,6,June
IBD027247,2023-06-04,2023-06-04,2,Bandits Kill 2,Kaduna,2023,6,June
IBD027249,2023-06-04,2023-06-04,14,Gunmen Attack,Plateau,2023,6,June
IBD027255,2023-06-04,2023-06-04,30,Communal Clash,Taraba,2023,6,June
IBD027242,2023-06-04,2023-06-04,5,Army Vs IpobVsEsn,Imo,2023,6,June
IBD027246,2023-06-04,2023-06-04,1,Land Dispute,Osun,2023,6,June
IBD027253,2023-06-03,2023-06-03,1,Assailants Vs Security Guard,Ekiti,2023,6,June
IBD027308,2023-06-03,2023-06-03,1,Kidnappers Vs Chief,Nasarawa,2023,6,June
IBD027254,2023-06-03,2023-06-03,1,Domestic Issue,Kogi,2023,6,June
IBD027231,2023-06-03,2023-06-03,30,Gunmen Attack Over 25,Benue,2023,6,June
IBD027252,2023-06-03,2023-06-03,2,Iswap Vs Army,Borno,2023,6,June
IBD027250,2023-06-03,2023-06-03,1,Armed Robbers Vs Student,Lagos,2023,6,June
IBD027239,2023-06-03,2023-06-03,41,Banditry,Sokoto,2023,6,June
IBD027259,2023-06-03,2023-06-03,1,Failed Abortion,Benue,2023,6,June
IBD027237,2023-06-03,2023-06-03,1,Road Accident,Oyo,2023,6,June
IBD027233,2023-06-03,2023-06-03,35,Banditry,Zamfara,2023,6,June
IBD027445,2023-06-02,2023-06-02,1,Kidnappers Vs Student,Enugu,2023,6,June
IBD027241,2023-06-02,2023-06-02,4,Road Accident,Kwara,2023,6,June
IBD027264,2023-06-02,2023-06-02,2,Jail Escapee Vs Man,Imo,2023,6,June
IBD027238,2023-06-02,2023-06-02,18,Road Accident,Kano,2023,6,June
IBD027235,2023-06-02,2023-06-02,1,Labourer Dies,Lagos,2023,6,June
IBD027232,2023-06-02,2023-06-03,82,Iswap Fighers Drown,Borno,2023,6,June
IBD027244,2023-06-02,2023-06-02,1,Cultism,Delta,2023,6,June
IBD027400,2023-06-02,2023-06-12,35,Gunmen Vs Community,Imo,2023,6,June
IBD027229,2023-06-02,2023-06-02,5,Police Vs Cultists,Rivers,2023,6,June
IBD029160,2023-06-01,2023-06-01,1,Road Accident,Lagos,2023,6,June
IBD029514,2023-06-01,2023-06-01,1,Father Kill Son,Akwa Ibom,2023,6,June
IBD027236,2023-06-01,2023-06-01,1,Boy Drowns,Kano,2023,6,June
IBD027475,2023-06-01,2023-06-30,9,Fire Incidents,Kano,2023,6,June
IBD027230,2023-06-01,2023-06-01,1,Assailants Vs Woman,Ondo,2023,6,June
IBD027280,2023-05-31,2023-06-04,11,Army Vs Iswap,Borno,2023,5,May
IBD027222,2023-05-31,2023-05-31,1,Police Kill Suspected Cultist,Rivers,2023,5,May
IBD027219,2023-05-31,2023-05-31,5,Cult Killing,Rivers,2023,5,May
IBD027220,2023-05-31,2023-05-31,2,Police Vs Kidnappers,Delta,2023,5,May
IBD027223,2023-05-31,2023-05-31,8,Road Accident,Bauchi,2023,5,May
IBD027217,2023-05-31,2023-05-31,1,Cultist Killing,Rivers,2023,5,May
IBD027221,2023-05-31,2023-05-31,2,Kidnappers Kill 2,Ogun,2023,5,May
IBD027225,2023-05-30,2023-05-30,1,Kidnap Victim,Kaduna,2023,5,May
IBD027218,2023-05-30,2023-05-30,1,Banditry,Kaduna,2023,5,May
IBD027212,2023-05-30,2023-05-30,1,Park Manager Vs Police,Oyo,2023,5,May
IBD027211,2023-05-30,2023-05-30,35,Banditry,Zamfara,2023,5,May
IBD027215,2023-05-30,2023-05-30,1,Security Operative Vs Protesters,Bayelsa,2023,5,May
IBD027661,2023-05-29,2023-05-29,1,Man Vs Brother,Lagos,2023,5,May
IBD027191,2023-05-29,2023-05-29,4,Road Accident,Ebonyi,2023,5,May
IBD027203,2023-05-29,2023-05-29,1,Student Vs Host Community,Ogun,2023,5,May
IBD027209,2023-05-29,2023-05-29,5,Hoodlums Vs Community,Rivers,2023,5,May
IBD027214,2023-05-29,2023-05-29,1,Ipob Sit-At-Home,Imo,2023,5,May
IBD027188,2023-05-29,2023-05-29,1,Gunmen Attack,Abia,2023,5,May
IBD027226,2023-05-29,2023-05-29,1,Vigilante Kills Man,Kano,2023,5,May
IBD027216,2023-05-29,2023-05-29,1,Thunder Strike,Katsina,2023,5,May
IBD027224,2023-05-29,2023-05-29,2,Police Vs Bandits,Katsina,2023,5,May
IBD027298,2023-05-29,2023-05-29,2,Kidnappers Vs Lovers,Delta,2023,5,May
IBD027576,2023-05-29,2023-05-29,5,Cult Killing,Anambra,2023,5,May
IBD028076,2023-05-29,2023-05-29,1,Motorcyclist,Delta,2023,5,May
IBD027207,2023-05-28,2023-05-28,2,Explosion,Nasarawa,2023,5,May
IBD027192,2023-05-28,2023-05-28,1,Oracle Custodian Killed,Ondo,2023,5,May
IBD027202,2023-05-28,2023-05-28,1,Road Accident,Lagos,2023,5,May
IBD027193,2023-05-28,2023-05-28,1,Undergraduate,Enugu,2023,5,May
IBD027432,2023-05-28,2023-05-28,1,Vigilante Vs Tricycle Rider,Anambra,2023,5,May
IBD027197,2023-05-28,2023-05-28,1,Woman Dies,Kogi,2023,5,May
IBD027194,2023-05-28,2023-05-28,1,Assailants Vs Teenager,Lagos,2023,5,May
IBD027195,2023-05-28,2023-05-28,1,Police Vs Boy,Lagos,2023,5,May
IBD027199,2023-05-28,2023-05-28,3,Boko Haram Vs Troops,Borno,2023,5,May
IBD027205,2023-05-27,2023-05-27,1,Gunmen Attack Former DG,Kaduna,2023,5,May
IBD027190,2023-05-27,2023-05-27,4,Road Accident,Ogun,2023,5,May
IBD027204,2023-05-27,2023-05-27,5,Road Accident,Kogi,2023,5,May
IBD027228,2023-05-27,2023-06-03,26,Army Vs Iswap,Borno,2023,5,May
IBD027198,2023-05-27,2023-05-27,1,Army Vs Bandits' Informant,Kaduna,2023,5,May
IBD027269,2023-05-27,2023-05-27,1,Woman Vs Baby,Imo,2023,5,May
IBD027187,2023-05-26,2023-05-26,2,Gunmen Vs Traditional Rulers,Imo,2023,5,May
IBD027196,2023-05-26,2023-05-26,3,Road Accident,Kogi,2023,5,May
IBD027208,2023-05-26,2023-05-26,6,Hoodlums Attack,Kano,2023,5,May
IBD027185,2023-05-25,2023-05-25,40,Gunmen Attack,Kogi,2023,5,May
IBD027186,2023-05-25,2023-05-25,5,Road Accident,Kogi,2023,5,May
IBD027262,2023-05-25,2023-05-25,1,Man Vs Friend,Lagos,2023,5,May
IBD027181,2023-05-24,2023-05-24,2,Road Accident,Ogun,2023,5,May
IBD027179,2023-05-24,2023-05-24,2,Road Accident,Ogun,2023,5,May
IBD027206,2023-05-24,2023-05-24,22,Gunmen Attack 22 Farmers,Zamfara,2023,5,May
IBD027189,2023-05-24,2023-05-24,1,Hoodlums Vs Medical Trainee,Ebonyi,2023,5,May
IBD027184,2023-05-24,2023-05-24,1,Gunmen Vs Man,Abia,2023,5,May
IBD027182,2023-05-24,2023-05-24,1,Gunmen Vs Pastor,Plateau,2023,5,May
IBD027213,2023-05-24,2023-05-24,1,Mob Vs Man,Lagos,2023,5,May
IBD027282,2023-05-24,2023-05-24,1,Man Vs Wife,Edo,2023,5,May
IBD027183,2023-05-24,2023-05-24,2,Gunmen Attack,Plateau,2023,5,May
IBD027180,2023-05-23,2023-05-23,2,Cult Clash,Delta,2023,5,May
IBD027172,2023-05-23,2023-05-23,1,Police Vs Kidnappers,Benue,2023,5,May
IBD027178,2023-05-23,2023-05-23,3,Siblings Found Dead,Lagos,2023,5,May
IBD027169,2023-05-23,2023-05-23,2,Road Accident,Ogun,2023,5,May
IBD027175,2023-05-23,2023-05-23,5,Policemen Vs Gunmen,Ebonyi,2023,5,May
IBD027201,2023-05-22,2023-05-22,8,Cult AttackVsCommunal Clash,Cross River,2023,5,May
IBD027170,2023-05-22,2023-05-22,1,Gunmen Vs Police,Ebonyi,2023,5,May
IBD027171,2023-05-22,2023-05-22,1,Building Demolition,Kaduna,2023,5,May
IBD027176,2023-05-22,2023-05-22,6,Road Accident,Niger,2023,5,May
IBD027168,2023-05-22,2023-05-22,1,Hospital Negligence,Edo,2023,5,May
IBD027159,2023-05-22,2023-05-22,2,Gunmen Attack 2,Imo,2023,5,May
IBD027155,2023-05-22,2023-05-22,17,Gunmen Attack,Benue,2023,5,May
IBD027156,2023-05-22,2023-05-22,1,Cult Killing,Lagos,2023,5,May
IBD027151,2023-05-21,2023-05-21,1,Herdsmen Vs Farmer,Plateau,2023,5,May
IBD027144,2023-05-21,2023-05-21,15,Communal Clash,Taraba,2023,5,May
IBD027154,2023-05-21,2023-05-21,2,Gunmen Vs Vigilante,Delta,2023,5,May
IBD027173,2023-05-21,2023-05-21,7,Bandit Informants,Kaduna,2023,5,May
IBD027265,2023-05-21,2023-05-21,18,Herdsmen Vs Marketers,Benue,2023,5,May
IBD027149,2023-05-21,2023-05-21,25,Road Accident,Kogi,2023,5,May
IBD027165,2023-05-21,2023-05-21,4,Gunmen Attack,Plateau,2023,5,May
IBD027800,2023-05-21,2023-05-21,1,Man Vs Lover,Abia,2023,5,May
IBD027174,2023-05-20,2023-05-20,1,Road Accident,Nasarawa,2023,5,May
IBD027143,2023-05-20,2023-05-20,1,Road Accident,Anambra,2023,5,May
IBD027152,2023-05-20,2023-05-20,9,Bandits Attack,Kaduna,2023,5,May
IBD027161,2023-05-20,2023-05-20,1,Kidnap Victim,Niger,2023,5,May
IBD027162,2023-05-20,2023-05-20,1,Gunmen Attack,Kwara,2023,5,May
IBD027141,2023-05-20,2023-05-20,2,Police Vs Kidnappers,Rivers,2023,5,May
IBD027157,2023-05-20,2023-05-20,1,Gunmen Attack 1,Kwara,2023,5,May
IBD027164,2023-05-20,2023-05-20,2,Banditry,Kaduna,2023,5,May
IBD027136,2023-05-20,2023-05-20,2,Boy Vs Parents,Jigawa,2023,5,May
IBD027135,2023-05-20,2023-05-20,1,Rape Victim,Ondo,2023,5,May
IBD027146,2023-05-20,2023-05-20,5,Gas Explosion,Sokoto,2023,5,May
IBD027160,2023-05-20,2023-05-20,6,Fulani Herdsmen Attack,Benue,2023,5,May
IBD027288,2023-05-20,2023-05-20,1,Hunter Vs Kinsman,Ebonyi,2023,5,May
IBD027147,2023-05-20,2023-05-20,2,Electrocution,Lagos,2023,5,May
IBD027140,2023-05-20,2023-05-20,2,Gunmen Vs Policemen,Imo,2023,5,May
IBD027138,2023-05-20,2023-05-20,12,Road Accident,Osun,2023,5,May
IBD027145,2023-05-19,2023-05-19,1,Man Dies,Kwara,2023,5,May
IBD027142,2023-05-19,2023-05-19,2,Gunmen Vs Policeman,Delta,2023,5,May
IBD027148,2023-05-18,2023-05-18,1,Herder Vs Farmer,Fct (Abuja),2023,5,May
IBD027133,2023-05-18,2023-05-18,7,Gunmen Vs Vigilante Groups,Anambra,2023,5,May
IBD027158,2023-05-18,2023-05-18,1,Troops Kill Bandit'S Informant,Kaduna,2023,5,May
IBD027177,2023-05-18,2023-05-18,1,Girl Dead,Akwa Ibom,2023,5,May
IBD027776,2023-05-18,2023-05-18,1,Kidnap Victim,Benue,2023,5,May
IBD027139,2023-05-17,2023-05-17,2,Gunmen Vs Brothers,Abia,2023,5,May
IBD027125,2023-05-17,2023-05-17,7,Road Accident,Bauchi,2023,5,May
IBD027240,2023-05-17,2023-05-17,1,One Killed,Niger,2023,5,May
IBD027167,2023-05-17,2023-05-17,1,"Attempted Rape Victim, Ondo",Ondo,2023,5,May
IBD027124,2023-05-16,2023-05-16,1,Road Accident,Kwara,2023,5,May
IBD027122,2023-05-16,2023-05-16,1,Woman Found Dead,Kogi,2023,5,May
IBD027121,2023-05-16,2023-05-16,1,Road Accident,Ogun,2023,5,May
IBD027114,2023-05-16,2023-05-16,7,Gunmen Vs Us Mission Officials,Anambra,2023,5,May
IBD027137,2023-05-16,2023-05-16,1,Gunmen Vs Driver,Rivers,2023,5,May
IBD027120,2023-05-16,2023-05-16,1,Kidnappers Kill One,Kwara,2023,5,May
IBD027111,2023-05-16,2023-05-17,122,Gunmen Attack,Plateau,2023,5,May
IBD027112,2023-05-16,2023-05-16,6,Gunmen Attack,Benue,2023,5,May
IBD027131,2023-05-16,2023-05-16,4,Gunmen Attack,Nasarawa,2023,5,May
IBD027118,2023-05-15,2023-05-15,1,Domestic ViolenceVsRitual,Cross River,2023,5,May
IBD027109,2023-05-15,2023-05-15,1,Boko Haram Suicide Bomber,Kaduna,2023,5,May
IBD027102,2023-05-14,2023-05-14,3,Iswap Vs Army,Borno,2023,5,May
IBD027119,2023-05-14,2023-05-14,1,Woman Vs Brother In-Law,Lagos,2023,5,May
IBD027103,2023-05-14,2023-05-14,1,Amotekun Vs Boy,Ondo,2023,5,May
IBD027106,2023-05-14,2023-05-14,18,Terrorists Attack,Zamfara,2023,5,May
IBD027163,2023-05-14,2023-05-14,1,Ritual Killing,Benue,2023,5,May
IBD027126,2023-05-14,2023-05-14,1,Assassination,Anambra,2023,5,May
IBD027284,2023-05-14,2023-05-14,1,Flooding,Lagos,2023,5,May
IBD027327,2023-05-14,2023-05-14,1,Robbers Vs Man,Oyo,2023,5,May
IBD027098,2023-05-14,2023-05-14,1,Nollywood Actor,Lagos,2023,5,May
IBD027099,2023-05-13,2023-05-13,1,Road Accident,Ondo,2023,5,May
IBD027104,2023-05-13,2023-05-13,1,Domestic Violence,Kogi,2023,5,May
IBD027096,2023-05-13,2023-05-13,1,Bank Officials Vs Debtor,Ogun,2023,5,May
IBD027097,2023-05-13,2023-05-13,39,Herdsmen Attack,Nasarawa,2023,5,May
IBD027101,2023-05-13,2023-05-13,1,Drown,Akwa Ibom,2023,5,May
IBD027113,2023-05-13,2023-05-13,5,Gunmen Attack,Benue,2023,5,May
IBD027110,2023-05-13,2023-05-13,1,Man Dies,Fct (Abuja),2023,5,May
IBD027100,2023-05-13,2023-05-13,3,Road Accident,Bauchi,2023,5,May
IBD027095,2023-05-13,2023-05-13,1,Domestic Violence,Rivers,2023,5,May
IBD027088,2023-05-12,2023-05-12,1,Teenager Vs Neighbour,Fct (Abuja),2023,5,May
IBD027090,2023-05-12,2023-05-12,17,Communal Clash,Taraba,2023,5,May
IBD027123,2023-05-12,2023-05-12,1,Gunmen Vs Police,Rivers,2023,5,May
IBD027108,2023-05-12,2023-05-12,1,Kidnappers Vs Colleague,Kano,2023,5,May
IBD027092,2023-05-12,2023-05-12,30,Banditry,Niger,2023,5,May
IBD027089,2023-05-12,2023-05-12,2,Gunmen Attack Policeman,Rivers,2023,5,May
IBD027086,2023-05-12,2023-05-12,2,Fulani Herdsmen Attack,Kaduna,2023,5,May
IBD027083,2023-05-12,2023-05-12,2,Robbers Vs Policeman,Oyo,2023,5,May
IBD027087,2023-05-12,2023-05-12,4,Communal Clash,Akwa Ibom,2023,5,May
IBD027107,2023-05-12,2023-05-12,1,Robbers Vs Vigilante,Kwara,2023,5,May
IBD027091,2023-05-12,2023-05-12,1,Man Vs Neighbour,Rivers,2023,5,May
IBD027150,2023-05-12,2023-05-12,1,Motorcyclist Killed,Osun,2023,5,May
IBD027072,2023-05-11,2023-05-11,1,Amotekun Vs Traders,Ekiti,2023,5,May
IBD027081,2023-05-11,2023-05-11,1,Iswap Attack,Borno,2023,5,May
IBD027079,2023-05-11,2023-05-11,2,Police Vs Gunmen,Anambra,2023,5,May
IBD027085,2023-05-11,2023-05-11,9,Fulani Gunmen Attack 9,Kaduna,2023,5,May
IBD027153,2023-05-11,2023-05-11,11,Vigilantes Vs Herders,Oyo,2023,5,May
IBD027077,2023-05-11,2023-05-11,43,Army Vs Iswap,Borno,2023,5,May
IBD027130,2023-05-11,2023-05-11,2,Army Vs Bandits,Plateau,2023,5,May
IBD027073,2023-05-11,2023-05-11,1,One Found Dead,Lagos,2023,5,May
IBD027084,2023-05-11,2023-05-11,8,Road Accident,Bauchi,2023,5,May
IBD027527,2023-05-10,2023-05-10,1,Organ Harvest,Imo,2023,5,May
IBD027070,2023-05-10,2023-05-10,5,Police Vs Ipob,Anambra,2023,5,May
IBD027080,2023-05-10,2023-05-10,10,Hunters Vs Bandit,Kebbi,2023,5,May
IBD027078,2023-05-10,2023-05-10,1,Bandits Kill Vigilant,Niger,2023,5,May
IBD027076,2023-05-10,2023-05-10,4,Bandits Attack,Zamfara,2023,5,May
IBD027057,2023-05-09,2023-05-09,1,Road Accident,Anambra,2023,5,May
IBD027063,2023-05-09,2023-05-09,3,Cult Clash,Ondo,2023,5,May
IBD027065,2023-05-09,2023-05-09,6,Herdsmen Attack,Benue,2023,5,May
IBD027074,2023-05-09,2023-05-09,1,Guard Vs Boss,Rivers,2023,5,May
IBD027052,2023-05-09,2023-05-09,3,Herdsmen Kill 3,Benue,2023,5,May
IBD027055,2023-05-09,2023-05-09,1,Fulani Militia,Kaduna,2023,5,May
IBD027129,2023-05-09,2023-05-09,2,Army Vs Bandits,Zamfara,2023,5,May
IBD027068,2023-05-09,2023-05-09,1,Kidnappers Vs Victim,Ondo,2023,5,May
IBD027050,2023-05-09,2023-05-09,15,Boat Mishap,Sokoto,2023,5,May
IBD027071,2023-05-09,2023-05-09,1,Gunmen Vs Apc Chieftain,Imo,2023,5,May
IBD027053,2023-05-09,2023-05-09,2,Mob Vs Armed Robbers,Oyo,2023,5,May
IBD027082,2023-05-09,2023-05-09,10,Troops Vs Iswap,Borno,2023,5,May
IBD027058,2023-05-08,2023-05-08,7,Food Poisoning,Kano,2023,5,May
IBD027048,2023-05-08,2023-05-08,1,Drug Abuse,Bayelsa,2023,5,May
IBD027067,2023-05-08,2023-05-08,6,Gunmen Attack,Plateau,2023,5,May
IBD027061,2023-05-08,2023-05-08,3,Road Accident,Niger,2023,5,May
IBD027043,2023-05-08,2023-05-08,1,Road Accident,Ondo,2023,5,May
IBD027060,2023-05-08,2023-05-08,1,Domestic ViolenceVsRitual Killing,Lagos,2023,5,May
IBD027062,2023-05-08,2023-05-08,2,Gunmen Attack,Plateau,2023,5,May
IBD027066,2023-05-08,2023-05-08,1,Kidnappers Vs Landlord,Ondo,2023,5,May
IBD027059,2023-05-08,2023-05-08,1,Communal Clash,Niger,2023,5,May
IBD027034,2023-05-07,2023-05-07,1,Road Accident,Lagos,2023,5,May
IBD027051,2023-05-07,2023-05-07,3,Security Operatives Vs Armed Robbers,Anambra,2023,5,May
IBD027046,2023-05-07,2023-05-07,8,Boat Capsized,Zamfara,2023,5,May
IBD027047,2023-05-07,2023-05-09,16,Cult Clash,Akwa Ibom,2023,5,May
IBD027042,2023-05-07,2023-05-07,1,Found Dead,Ondo,2023,5,May
IBD027033,2023-05-07,2023-05-07,1,Police Vs Kidnappers,Fct (Abuja),2023,5,May
IBD027041,2023-05-07,2023-05-07,1,Police Vs Bandits,Kaduna,2023,5,May
IBD027115,2023-05-07,2023-05-07,1,Efcc Operative Vs Colleagues,Sokoto,2023,5,May
IBD027032,2023-05-06,2023-05-06,1,Herdsmen Kill 1,Benue,2023,5,May
IBD027026,2023-05-06,2023-05-06,1,Boy Kills Friend,Bayelsa,2023,5,May
IBD027127,2023-05-06,2023-05-06,2,Army Vs Bandits,Zamfara,2023,5,May
IBD027045,2023-05-06,2023-05-06,1,Gunman Vs Youth,Delta,2023,5,May
IBD027037,2023-05-06,2023-05-06,1,Gunmen Attack,Taraba,2023,5,May
IBD027029,2023-05-06,2023-05-06,3,Cult Crash,Rivers,2023,5,May
IBD027035,2023-05-06,2023-05-06,3,Road Accident,Ogun,2023,5,May
IBD027031,2023-05-05,2023-05-05,6,Herdsmen Kill 5,Benue,2023,5,May
IBD027049,2023-05-05,2023-05-05,1,Road Accident,Lagos,2023,5,May
IBD027039,2023-05-05,2023-05-05,1,Domestic Violence,Kano,2023,5,May
IBD029825,2023-05-05,2023-05-05,1,Gunmen Attack,Kaduna,2023,5,May
IBD027038,2023-05-05,2023-05-07,2,Gas Explosion,Delta,2023,5,May
IBD027030,2023-05-04,2023-05-04,1,Man Vs Wife,Adamawa,2023,5,May
IBD027056,2023-05-04,2023-05-04,3,Police Vs Bandits,Zamfara,2023,5,May
IBD027006,2023-05-04,2023-05-04,3,Gunmen Vs Policemen,Anambra,2023,5,May
IBD027000,2023-05-04,2023-05-04,10,Gunmen Attack,Benue,2023,5,May
IBD027021,2023-05-04,2023-05-04,1,Police Vs Assailants,Benue,2023,5,May
IBD027014,2023-05-04,2023-05-04,2,Mob Vs Suspected Robbers,Oyo,2023,5,May
IBD027023,2023-05-04,2023-05-04,1,Domestic Violence,Kano,2023,5,May
IBD027009,2023-05-04,2023-05-04,1,Police Vs Kidnappers,Delta,2023,5,May
IBD027013,2023-05-03,2023-05-03,1,Road Accident,Anambra,2023,5,May
IBD026998,2023-05-03,2023-05-03,1,Communal Crisis,Delta,2023,5,May
IBD026997,2023-05-03,2023-05-03,1,Road Accident,Kaduna,2023,5,May
IBD027004,2023-05-03,2023-05-03,3,Fulani Herdsmen Attack,Osun,2023,5,May
IBD027040,2023-05-03,2023-05-03,1,Police Vs Kidnappers,Benue,2023,5,May
IBD026993,2023-05-03,2023-05-03,3,Gunmen Vs Youths,Plateau,2023,5,May
IBD026994,2023-05-03,2023-05-03,1,Residents Vs Robbers,Anambra,2023,5,May
IBD027002,2023-05-03,2023-05-03,1,Domestic Violence,Kano,2023,5,May
IBD027005,2023-05-03,2023-05-03,1,Cult Attack,Rivers,2023,5,May
IBD027024,2023-05-02,2023-05-06,4,Cult Clash,Ogun,2023,5,May
IBD027022,2023-05-02,2023-05-02,24,Bandits Vs Soldiers,Niger,2023,5,May
IBD026995,2023-05-02,2023-05-02,1,Gang Kills Policeman,Abia,2023,5,May
IBD026991,2023-05-02,2023-05-02,1,Nscdc Operatives Vs Man,Niger,2023,5,May
IBD027001,2023-05-02,2023-05-02,1,Robbery Suspect,Bayelsa,2023,5,May
IBD027028,2023-05-02,2023-05-02,1,Road Accident,Lagos,2023,5,May
IBD026996,2023-05-02,2023-05-02,3,Gunmen Vs Vigilantes,Abia,2023,5,May
IBD026980,2023-05-02,2023-05-02,4,Road Accident,Ekiti,2023,5,May
IBD027012,2023-05-02,2023-05-02,1,Vandal,Imo,2023,5,May
IBD027027,2023-05-02,2023-05-02,1,Domestic Violence,Fct (Abuja),2023,5,May
IBD027008,2023-05-02,2023-05-02,4,Vigilantes Vs Kidnappers,Taraba,2023,5,May
IBD026989,2023-05-01,2023-05-01,1,Kidnappers Vs Driver,Nasarawa,2023,5,May
